MIU_DOCUMENTOS,PATH_ADUNTO,s3_bucket,s3_key,exists,http_status,error
997462,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_785970_Clase3bElcontenidodelaleyylagobernanzacorporativa2016_813682_852509_889447_924129_959251.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_785970_Clase3bElcontenidodelaleyylagobernanzacorporativa2016_813682_852509_889447_924129_959251.pptx,Y,200,
997463,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_790004_Clase4Empresasfamiliares-FCE_813684_852511_889451_924130_959252.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_790004_Clase4Empresasfamiliares-FCE_813684_852511_889451_924130_959252.pptx,Y,200,
997464,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_889455_GRETLcompensacion(1)_924131_959253.xlsx,miu-documentos,DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_889455_GRETLcompensacion(1)_924131_959253.xlsx,Y,200,
997465,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_937561_Clase5JuntasDirectivas_959254.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_937561_Clase5JuntasDirectivas_959254.pptx,Y,200,
997466,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_937563_Clase6ContratosdeCompensacion_959255.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143699/30920008/miuDocumento_937563_Clase6ContratosdeCompensacion_959255.pptx,Y,200,
997467,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_978316_0bProgramaForecastingvMBA.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_978316_0bProgramaForecastingvMBA.pdf,Y,200,
997516,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143763/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143763/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,Y,200,
997517,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143765/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143765/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,Y,200,
997470,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_712250_Formulario_727175_742748_759165_774494_821038_845080_845136_852544_869781_905644_916949_921200_924394_956068_975578_978319.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_712250_Formulario_727175_742748_759165_774494_821038_845080_845136_852544_869781_905644_916949_921200_924394_956068_975578_978319.pptx,Y,200,
997471,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_869782_Semana0Lectura1_905646_916947_921203_924392_956066_975582_978317.zip,miu-documentos,DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_869782_Semana0Lectura1_905646_916947_921203_924392_956066_975582_978317.zip,Y,200,
997472,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_975596_Introduccionalcurso2025_978323.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_975596_Introduccionalcurso2025_978323.pptx,Y,200,
997473,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_869785_Semana0Lectura2_905648_916953_921208_924396_956074_975590_978322.zip,miu-documentos,DATA-DOCS/miu-hml/documentos/144626/30920008/miuDocumento_869785_Semana0Lectura2_905648_916953_921208_924396_956074_975590_978322.zip,Y,200,
997518,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143764/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143764/11930802/miuDocumento_997516_Rubricapresentaciones.pdf,Y,200,
997714,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963702_Sesion2y3-LaImagenGriegadelMundo.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963702_Sesion2y3-LaImagenGriegadelMundo.pdf,Y,200,
997715,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963705_LecturaOakeshott-Paginas83-109(1).pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963705_LecturaOakeshott-Paginas83-109(1).pdf,Y,200,
997716,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_965227_Sesion4-ElPensamientoPoli_ticoGriego.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_965227_Sesion4-ElPensamientoPoli_ticoGriego.pdf,Y,200,
997717,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963706_Oakeshott-Paginas53-67(1).pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963706_Oakeshott-Paginas53-67(1).pdf,Y,200,
997718,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_965230_Sesion5ElPensamientoPoli_ticoGriegoII.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_965230_Sesion5ElPensamientoPoli_ticoGriegoII.pdf,Y,200,
997719,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963708_Oakeshott-Paginas69-81.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_963708_Oakeshott-Paginas69-81.pdf,Y,200,
997720,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_967412_Sesion8y9PlatonIyII.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_967412_Sesion8y9PlatonIyII.pdf,Y,200,
997721,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_968215_Sesion10-EstoicosyEpicu_reosI.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_968215_Sesion10-EstoicosyEpicu_reosI.pdf,Y,200,
997722,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_969525_Sesion11-LaExperienciaPoli_ticadelosAntiguosRomanosIyII.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_969525_Sesion11-LaExperienciaPoli_ticadelosAntiguosRomanosIyII.pdf,Y,200,
997723,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_970641_Sesion14y15ElPensamientoPoli_ticoRomanoIyII.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144590/20190609/miuDocumento_970641_Sesion14y15ElPensamientoPoli_ticoRomanoIyII.pdf,Y,200,
997724,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143288/20180122/miuDocumento_997724_Accounting_made_simple_pdf.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143288/20180122/miuDocumento_997724_Accounting_made_simple_pdf.pdf,Y,200,
997895,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143255/99000086/miuDocumento_997894_04EstructuraOptimadeCapital2025.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143255/99000086/miuDocumento_997894_04EstructuraOptimadeCapital2025.pdf,Y,200,
997894,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143254/99000086/miuDocumento_997894_04EstructuraOptimadeCapital2025.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143254/99000086/miuDocumento_997894_04EstructuraOptimadeCapital2025.pdf,Y,200,
997918,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,Y,200,
997919,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,Y,200,
997920,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997918_Tarea6-Funciones.pdf,Y,200,
997936,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143583/20040100/miuDocumento_997936_1.ElGenomaHumano.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143583/20040100/miuDocumento_997936_1.ElGenomaHumano.pdf,Y,200,
997937,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143820/20040100/miuDocumento_997936_1.ElGenomaHumano.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143820/20040100/miuDocumento_997936_1.ElGenomaHumano.pdf,Y,200,
997751,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142908/20070140/miuDocumento_997751_ProgramaPolticaComparada2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142908/20070140/miuDocumento_997751_ProgramaPolticaComparada2026.pdf,Y,200,
997770,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142787/20000326/miuDocumento_997770_psicologia-medica-y-salud-mental2.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142787/20000326/miuDocumento_997770_psicologia-medica-y-salud-mental2.pdf,Y,200,
997771,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142787/20000326/miuDocumento_997771_Psicologiadelasaludycalidaddevida.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142787/20000326/miuDocumento_997771_Psicologiadelasaludycalidaddevida.pdf,Y,200,
997780,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143351/20120084/miuDocumento_997780_GwartneyLawson-TheCreationoftheEconomicFreedomoftheWorldIndex.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143351/20120084/miuDocumento_997780_GwartneyLawson-TheCreationoftheEconomicFreedomoftheWorldIndex.pdf,Y,200,
997781,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144605/20151049/miuDocumento_997781_CameronyNeal.Historiaeconmicamundial.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144605/20151049/miuDocumento_997781_CameronyNeal.Historiaeconmicamundial.pdf,Y,200,
997787,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997787_250105-no-somos-todos-egoistas-branden.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997787_250105-no-somos-todos-egoistas-branden.pdf,Y,200,
997788,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997788_250105-objetivismo-la-filosofia-benevolente-Orbaugh.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997788_250105-objetivismo-la-filosofia-benevolente-Orbaugh.pdf,Y,200,
995401,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143596/20090970/miuDocumento_995401_MetaphysicsbyAristotle.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143596/20090970/miuDocumento_995401_MetaphysicsbyAristotle.pdf,Y,200,
995410,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143599/20090970/miuDocumento_995410_PrinciplesofEconomics-Menger.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143599/20090970/miuDocumento_995410_PrinciplesofEconomics-Menger.pdf,Y,200,
995411,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143599/20090970/miuDocumento_995411_Capital-Marx.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143599/20090970/miuDocumento_995411_Capital-Marx.pdf,Y,200,
995415,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143640/20160894/miuDocumento_995415_Monografiafinal.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143640/20160894/miuDocumento_995415_Monografiafinal.docx,Y,200,
995416,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143640/20160894/miuDocumento_995415_Monografiafinal.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143640/20160894/miuDocumento_995415_Monografiafinal.docx,Y,200,
995755,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pdf,Y,200,
995756,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,Y,200,
995757,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,Y,200,
995758,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,Y,200,
995759,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995755_H1.ConsejeriaGenetica.pptx,Y,200,
995776,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995776_H4.AnomaliasCromosomicas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995776_H4.AnomaliasCromosomicas.pdf,Y,200,
995777,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995776_H4.AnomaliasCromosomicas.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143595/20040100/miuDocumento_995776_H4.AnomaliasCromosomicas.pptx,Y,200,
